username,balance,email,phone
alice,436,alice@example.com,123-456-7890
bob,564,bob@example.com,234-567-8901
charlie,500,charlie@example.com,345-678-9012
david,500,david@example.com,456-789-0123
eve,500,eve@example.com,567-890-1234
frank,500,frank@example.com,678-901-2345
grace,500,grace@example.com,789-012-3456
henry,500,henry@example.com,890-123-4567
ivy,500,ivy@example.com,901-234-5678
jack,500,jack@example.com,012-345-6789
type,seq,client,message,sender,decision,round,timestamp
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724616850411
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724616850471
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724616850568
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724616850633
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724616850694
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724616850763
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724616850830
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724616850908
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724616851006
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724616851126
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724616851329
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724616851478
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724616851673
commit,1724616818226,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724616851793
request,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724616871090
pre-prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724616871357
pre-prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724616871429
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724616871571
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724616871657
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724616871749
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724616871830
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724616871873
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724616871928
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724616872052
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724616872090
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724616872163
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724616872143
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724616872232
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724616872203
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724616872479
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724616872808
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724616872927
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724616872983
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724616873061
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724616873103
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724616873222
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724616873251
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724616873307
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724616873646
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724616873769
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724616873855
prepare,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724616873937
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724616873975
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724616874162
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724616874248
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724616874460
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724616874501
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724616874628
commit,1724616871065,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724616874681
request,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724616919779
pre-prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724616919956
pre-prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724616920002
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724616920139
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724616920169
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724616920224
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724616920285
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724616920469
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724616920551
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724616920561
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724616920584
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724616920636
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724616920704
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724616920712
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724616920721
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724616920770
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724616920892
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724616921011
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724616921324
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724616921385
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724616921553
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724616921982
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724616922094
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724616922153
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724616922243
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724616922259
prepare,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724616922283
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724616922312
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724616922321
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724616922512
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724616922670
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724616922949
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724616923112
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724616923178
commit,1724616919755,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724616923548
request,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724617541628
pre-prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724617541847
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724617543042
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724617543158
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724617543203
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724617543246
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724617543317
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724617543386
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724617543448
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724617543520
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724617543576
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724617544155
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724617544222
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724617544396
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724617544438
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724617543073
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724617543132
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724617543055
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724617544950
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724617545517
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724617545526
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724617545499
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724617545543
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724617545551
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724617545558
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724617545566
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724617545574
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724617545589
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724617545598
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724617545607
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724617544958
prepare,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724617544966
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724617545535
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724617545875
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724617545897
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724617546394
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724617546421
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724617545956
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724617545915
commit,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724617545930
Reply,1724617541558,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,1,1,1724617546659
request,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",pbft-client,0,1,1724617572886
pre-prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node1,0,1,1724617573097
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node15,0,1,1724617573396
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node1,0,1,1724617573406
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node4,0,1,1724617573388
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node10,0,1,1724617573439
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node9,0,1,1724617573528
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node12,0,1,1724617573676
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node17,0,1,1724617573783
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node8,0,1,1724617574000
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node3,0,1,1724617574161
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node19,0,1,1724617574139
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node2,0,1,1724617574071
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node5,0,1,1724617574186
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node18,0,1,1724617574746
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node14,0,1,1724617574756
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node13,0,1,1724617574763
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node16,0,1,1724617574776
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node11,0,1,1724617574782
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node7,0,1,1724617574769
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node10,0,1,1724617574885
prepare,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node6,0,1,1724617574874
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node11,0,1,1724617574912
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node3,0,1,1724617574894
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node4,0,1,1724617575139
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node1,0,1,1724617575176
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node12,0,1,1724617575273
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node2,0,1,1724617575322
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node16,0,1,1724617575394
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node14,0,1,1724617575478
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node9,0,1,1724617575486
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node18,0,1,1724617575607
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node5,0,1,1724617575637
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node7,0,1,1724617575585
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node15,0,1,1724617575594
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node13,0,1,1724617575622
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node19,0,1,1724617575872
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node8,0,1,1724617576228
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node17,0,1,1724617576512
commit,1724617572866,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":1000}",node6,0,1,1724617576579
request,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724619668391
pre-prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619668674
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619669694
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619669704
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619669771
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619669780
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619669803
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619669751
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619669763
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619669738
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619669892
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619669930
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619670175
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619670059
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619670267
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619670407
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619671453
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619671876
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619671897
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619671919
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619672055
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724619672074
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724619672083
prepare,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619672033
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724619672102
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724619672064
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724619672043
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619672093
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724619672139
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619672154
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619672121
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619672130
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724619672449
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724619672578
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724619672602
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619672796
Reply,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,1,1,1724619672937
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724619672955
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724619673595
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724619673666
commit,1724619668309,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619673721
request,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724619791720
pre-prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619791887
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724619792032
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724619792131
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724619792192
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724619792317
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724619792519
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724619792574
prepare,1724619791679,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724619792837
